Block No	Threads	Block Size	Williams Time
18053105	16	0	0.000000ms
18053106	16	0	0.000000ms
18053107	16	0	0.000000ms
18053108	16	0	0.000000ms
18053109	16	0	0.000000ms
18053110	16	0	0.000000ms
18053111	16	0	0.000000ms
18053112	16	0	0.000000ms
18053113	16	0	0.000000ms
18053114	16	0	0.000000ms
18053115	16	0	0.000000ms
18053116	16	0	0.000000ms
18053117	16	0	0.000000ms
18053118	16	0	0.000000ms
18053119	16	0	0.000000ms
18053120	16	0	0.000000ms
18053121	16	0	0.000000ms
18053122	16	0	0.000000ms
18053123	16	0	0.000000ms
18053124	16	0	0.000000ms
18053125	16	0	0.000000ms
18053126	16	0	0.000000ms
18053127	16	0	0.000000ms
18053128	16	0	0.000000ms
18053129	16	0	0.000000ms
18053130	16	0	0.000000ms
18053131	16	0	0.000000ms
18053132	16	0	0.000000ms
18053133	16	0	0.000000ms
18053134	16	0	0.000000ms
18053135	16	0	0.000000ms
18053136	16	0	0.000000ms
18053137	16	0	0.000000ms
18053138	16	0	0.000000ms
18053139	16	0	0.000000ms
18053140	16	0	0.000000ms
18053141	16	0	0.000000ms
18053142	16	0	0.000000ms
18053143	16	0	0.000000ms
18053144	16	0	0.000000ms
18053145	16	0	0.000000ms
18053146	16	0	0.000000ms
18053147	16	0	0.000000ms
18053148	16	0	0.000000ms
18053149	16	0	0.000000ms
18053150	16	0	0.000000ms
18053151	16	0	0.000000ms
18053152	16	0	0.000000ms
18053153	16	0	0.000000ms
18053154	16	0	0.000000ms
18053155	16	0	0.000000ms
18053156	16	0	0.000000ms
18053157	16	0	0.000000ms
18053158	16	0	0.000000ms
18053159	16	0	0.000000ms
18053160	16	0	0.000000ms
18053161	16	0	0.000000ms
18053162	16	0	0.000000ms
18053163	16	0	0.000000ms
18053164	16	0	0.000000ms
18053165	16	0	0.000000ms
18053166	16	0	0.000000ms
18053167	16	0	0.000000ms
18053168	16	0	0.000000ms
18053169	16	0	0.000000ms
18053170	16	0	0.000000ms
18053171	16	0	0.000000ms
18053172	16	0	0.000000ms
18053173	16	0	0.000000ms
18053174	16	0	0.000000ms
18053175	16	0	0.000000ms
18053176	16	0	0.000000ms
18053177	16	0	0.000000ms
18053178	16	0	0.000000ms
18053179	16	0	0.000000ms
18053180	16	0	0.000000ms
18053181	16	0	0.000000ms
18053182	16	0	0.000000ms
18053183	16	0	0.000000ms
18053184	16	0	0.000000ms
18053185	16	0	0.000000ms
18053186	16	0	0.000000ms
18053187	16	0	0.000000ms
18053188	16	0	0.000000ms
18053189	16	0	0.000000ms
18053190	16	0	0.000000ms
18053191	16	0	0.000000ms
18053192	16	0	0.000000ms
18053193	16	0	0.000000ms
18053194	16	0	0.000000ms
18053195	16	0	0.000000ms
18053196	16	0	0.000000ms
18053197	16	0	0.000000ms
18053198	16	0	0.000000ms
18053199	16	0	0.000000ms
18053200	16	0	0.000000ms
18053201	16	0	0.000000ms
18053202	16	0	0.000000ms
18053203	16	0	0.000000ms
18053204	16	0	0.000000ms
18053205	16	0	0.000000ms
18053206	16	0	0.000000ms
18053207	16	0	0.000000ms
18053208	16	0	0.000000ms
18053209	16	0	0.000000ms
18053210	16	0	0.000000ms
18053211	16	0	0.000000ms
18053212	16	0	0.000000ms
18053213	16	0	0.000000ms
18053214	16	0	0.000000ms
18053215	16	0	0.000000ms
18053216	16	0	0.000000ms
18053217	16	0	0.000000ms
18053218	16	0	0.000000ms
18053219	16	0	0.000000ms
18053220	16	0	0.000000ms
18053221	16	0	0.000000ms
18053222	16	0	0.000000ms
18053223	16	0	0.000000ms
18053224	16	0	0.000000ms
18053225	16	0	0.000000ms
18053226	16	0	0.000000ms
18053227	16	0	0.000000ms
18053228	16	0	0.000000ms
18053229	16	0	0.000000ms
18053230	16	0	0.000000ms
18053231	16	0	0.000000ms
18053232	16	0	0.000000ms
18053233	16	0	0.000000ms
18053234	16	0	0.000000ms
18053235	16	0	0.000000ms
18053236	16	0	0.000000ms
18053237	16	0	0.000000ms
18053238	16	0	0.000000ms
18053239	16	0	0.000000ms
18053240	16	0	0.000000ms
18053241	16	0	0.000000ms
18053242	16	0	0.000000ms
18053243	16	0	0.000000ms
18053244	16	0	0.000000ms
18053245	16	0	0.000000ms
18053246	16	0	0.000000ms
18053247	16	0	0.000000ms
18053248	16	0	0.000000ms
18053249	16	0	0.000000ms
18053250	16	0	0.000000ms
18053251	16	0	0.000000ms
18053252	16	0	0.000000ms
18053253	16	0	0.000000ms
18053254	16	0	0.000000ms
18053255	16	0	0.000000ms
18053256	16	0	0.000000ms
18053257	16	0	0.000000ms
18053258	16	0	0.000000ms
18053259	16	0	0.000000ms
18053260	16	0	0.000000ms
18053261	16	0	0.000000ms
18053262	16	0	0.000000ms
18053263	16	0	0.000000ms
18053264	16	0	0.000000ms
18053265	16	0	0.000000ms
18053266	16	0	0.000000ms
18053267	16	0	0.000000ms
18053268	16	0	0.000000ms
18053269	16	0	0.000000ms
18053270	16	0	0.000000ms
18053271	16	0	0.000000ms
18053272	16	0	0.000000ms
18053273	16	0	0.000000ms
18053274	16	0	0.000000ms
18053275	16	0	0.000000ms
18053276	16	0	0.000000ms
18053277	16	0	0.000000ms
18053278	16	0	0.000000ms
18053279	16	0	0.000000ms
18053280	16	0	0.000000ms
18053281	16	0	0.000000ms
18053282	16	0	0.000000ms
18053283	16	0	0.000000ms
18053284	16	0	0.000000ms
18053285	16	0	0.000000ms
18053286	16	0	0.000000ms
18053287	16	0	0.000000ms
18053288	16	0	0.000000ms
18053289	16	0	0.000000ms
18053290	16	0	0.000000ms
18053291	16	0	0.000000ms
18053292	16	0	0.000000ms
18053293	16	0	0.000000ms
18053294	16	0	0.000000ms
18053295	16	0	0.000000ms
18053296	16	0	0.000000ms
18053297	16	0	0.000000ms
18053298	16	0	0.000000ms
18053299	16	0	0.000000ms
18053300	16	0	0.000000ms
18053301	16	0	0.000000ms
18053302	16	0	0.000000ms
18053303	16	0	0.000000ms
18053304	16	0	0.000000ms
18053305	16	0	0.000000ms
18053306	16	0	0.000000ms
18053307	16	0	0.000000ms
18053308	16	0	0.000000ms
18053309	16	0	0.000000ms
18053310	16	0	0.000000ms
18053311	16	0	0.000000ms
18053312	16	0	0.000000ms
18053313	16	0	0.000000ms
18053314	16	0	0.000000ms
18053315	16	0	0.000000ms
18053316	16	0	0.000000ms
18053317	16	0	0.000000ms
18053318	16	0	0.000000ms
18053319	16	0	0.000000ms
18053320	16	0	0.000000ms
18053321	16	0	0.000000ms
18053322	16	0	0.000000ms
18053323	16	0	0.000000ms
18053324	16	0	0.000000ms
18053325	16	0	0.000000ms
18053326	16	0	0.000000ms
18053327	16	0	0.000000ms
18053328	16	0	0.000000ms
18053329	16	0	0.000000ms
18053330	16	0	0.000000ms
18053331	16	0	0.000000ms
18053332	16	0	0.000000ms
18053333	16	0	0.000000ms
18053334	16	0	0.000000ms
18053335	16	0	0.000000ms
18053336	16	0	0.000000ms
18053337	16	0	0.000000ms
18053338	16	0	0.000000ms
18053339	16	0	0.000000ms
18053340	16	0	0.000000ms
18053341	16	0	0.000000ms
18053342	16	0	0.000000ms
18053343	16	0	0.000000ms
18053344	16	0	0.000000ms
18053345	16	0	0.000000ms
18053346	16	0	0.000000ms
18053347	16	0	0.000000ms
18053348	16	0	0.000000ms
18053349	16	0	0.000000ms
18053350	16	0	0.000000ms
18053351	16	0	0.000000ms
18053352	16	0	0.000000ms
18053353	16	0	0.000000ms
18053354	16	0	0.000000ms
18053355	16	0	0.000000ms
18053356	16	0	0.000000ms
18053357	16	0	0.000000ms
18053358	16	0	0.000000ms
18053359	16	0	0.000000ms
18053360	16	0	0.000000ms
18053361	16	0	0.000000ms
18053362	16	0	0.000000ms
18053363	16	0	0.000000ms
18053364	16	0	0.000000ms
18053365	16	0	0.000000ms
18053366	16	0	0.000000ms
18053367	16	0	0.000000ms
18053368	16	0	0.000000ms
18053369	16	0	0.000000ms
18053370	16	0	0.000000ms
18053371	16	0	0.000000ms
18053372	16	0	0.000000ms
18053373	16	0	0.000000ms
18053374	16	0	0.000000ms
18053375	16	0	0.000000ms
18053376	16	0	0.000000ms
18053377	16	0	0.000000ms
18053378	16	0	0.000000ms
18053379	16	0	0.000000ms
18053380	16	0	0.000000ms
18053381	16	0	0.000000ms
18053382	16	0	0.000000ms
18053383	16	0	0.000000ms
18053384	16	0	0.000000ms
18053385	16	0	0.000000ms
18053386	16	0	0.000000ms
18053387	16	0	0.000000ms
18053388	16	0	0.000000ms
18053389	16	0	0.000000ms
18053390	16	0	0.000000ms
18053391	16	0	0.000000ms
18053392	16	0	0.000000ms
18053393	16	0	0.000000ms
18053394	16	0	0.000000ms
18053395	16	0	0.000000ms
18053396	16	0	0.000000ms
18053397	16	0	0.000000ms
18053398	16	0	0.000000ms
18053399	16	0	0.000000ms
18053400	16	0	0.000000ms
18053401	16	0	0.000000ms
18053402	16	0	0.000000ms
18053403	16	0	0.000000ms
18053404	16	0	0.000000ms
18053405	16	0	0.000000ms
18053406	16	0	0.000000ms
18053407	16	0	0.000000ms
18053408	16	0	0.000000ms
18053409	16	0	0.000000ms
18053410	16	0	0.000000ms
18053411	16	0	0.000000ms
18053412	16	0	0.000000ms
18053413	16	0	0.000000ms
18053414	16	0	0.000000ms
18053415	16	0	0.000000ms
18053416	16	0	0.000000ms
18053417	16	0	0.000000ms
18053418	16	0	0.000000ms
18053419	16	0	0.000000ms
18053420	16	0	0.000000ms
18053421	16	0	0.000000ms
18053422	16	0	0.000000ms
18053423	16	0	0.000000ms
18053424	16	0	0.000000ms
18053425	16	0	0.000000ms
18053426	16	0	0.000000ms
18053427	16	0	0.000000ms
18053428	16	0	0.000000ms
18053429	16	0	0.000000ms
18053430	16	0	0.000000ms
18053431	16	0	0.000000ms
18053432	16	0	0.000000ms
18053433	16	0	0.000000ms
18053434	16	0	0.000000ms
18053435	16	0	0.000000ms
18053436	16	0	0.000000ms
18053437	16	0	0.000000ms
18053438	16	0	0.000000ms
18053439	16	0	0.000000ms
18053440	16	0	0.000000ms
18053441	16	0	0.000000ms
18053442	16	0	0.000000ms
18053443	16	0	0.000000ms
18053444	16	0	0.000000ms
18053445	16	0	0.000000ms
18053446	16	0	0.000000ms
18053447	16	0	0.000000ms
18053448	16	0	0.000000ms
18053449	16	0	0.000000ms
18053450	16	0	0.000000ms
18053451	16	0	0.000000ms
18053452	16	0	0.000000ms
18053453	16	0	0.000000ms
18053454	16	0	0.000000ms
18053455	16	0	0.000000ms
18053456	16	0	0.000000ms
18053457	16	0	0.000000ms
18053458	16	0	0.000000ms
18053459	16	0	0.000000ms
18053460	16	0	0.000000ms
18053461	16	0	0.000000ms
18053462	16	0	0.000000ms
18053463	16	0	0.000000ms
18053464	16	0	0.000000ms
18053465	16	0	0.000000ms
18053466	16	0	0.000000ms
18053467	16	0	0.000000ms
18053468	16	0	0.000000ms
18053469	16	0	0.000000ms
18053470	16	0	0.000000ms
18053471	16	0	0.000000ms
18053472	16	0	0.000000ms
18053473	16	0	0.000000ms
18053474	16	0	0.000000ms
18053475	16	0	0.000000ms
18053476	16	0	0.000000ms
18053477	16	0	0.000000ms
18053478	16	0	0.000000ms
18053479	16	0	0.000000ms
18053480	16	0	0.000000ms
18053481	16	0	0.000000ms
18053482	16	0	0.000000ms
18053483	16	0	0.000000ms
18053484	16	0	0.000000ms
18053485	16	0	0.000000ms
18053486	16	0	0.000000ms
18053487	16	0	0.000000ms
18053488	16	0	0.000000ms
18053489	16	0	0.000000ms
18053490	16	0	0.000000ms
18053491	16	0	0.000000ms
18053492	16	0	0.000000ms
18053493	16	0	0.000000ms
18053494	16	0	0.000000ms
18053495	16	0	0.000000ms
18053496	16	0	0.000000ms
18053497	16	0	0.000000ms
18053498	16	0	0.000000ms
18053499	16	0	0.000000ms
18053500	16	0	0.000000ms
18053501	16	0	0.000000ms
18053502	16	0	0.000000ms
18053503	16	0	0.000000ms
18053504	16	0	0.000000ms
18053505	16	0	0.000000ms
18053506	16	0	0.000000ms
18053507	16	0	0.000000ms
18053508	16	0	0.000000ms
18053509	16	0	0.000000ms
18053510	16	0	0.000000ms
18053511	16	0	0.000000ms
18053512	16	0	0.000000ms
18053513	16	0	0.000000ms
18053514	16	0	0.000000ms
18053515	16	0	0.000000ms
18053516	16	0	0.000000ms
18053517	16	0	0.000000ms
18053518	16	0	0.000000ms
18053519	16	0	0.000000ms
18053520	16	0	0.000000ms
18053521	16	0	0.000000ms
18053522	16	0	0.000000ms
18053523	16	0	0.000000ms
18053524	16	0	0.000000ms
18053525	16	0	0.000000ms
18053526	16	0	0.000000ms
18053527	16	0	0.000000ms
18053528	16	0	0.000000ms
18053529	16	0	0.000000ms
18053530	16	0	0.000000ms
18053531	16	0	0.000000ms
18053532	16	0	0.000000ms
18053533	16	0	0.000000ms
18053534	16	0	0.000000ms
18053535	16	0	0.000000ms
18053536	16	0	0.000000ms
18053537	16	0	0.000000ms
18053538	16	0	0.000000ms
18053539	16	0	0.000000ms
18053540	16	0	0.000000ms
18053541	16	0	0.000000ms
18053542	16	0	0.000000ms
18053543	16	0	0.000000ms
18053544	16	0	0.000000ms
18053545	16	0	0.000000ms
18053546	16	0	0.000000ms
18053547	16	0	0.000000ms
18053548	16	0	0.000000ms
18053549	16	0	0.000000ms
18053550	16	0	0.000000ms
18053551	16	0	0.000000ms
18053552	16	0	0.000000ms
18053553	16	0	0.000000ms
18053554	16	0	0.000000ms
18053555	16	0	0.000000ms
18053556	16	0	0.000000ms
18053557	16	0	0.000000ms
18053558	16	0	0.000000ms
18053559	16	0	0.000000ms
18053560	16	0	0.000000ms
18053561	16	0	0.000000ms
18053562	16	0	0.000000ms
18053563	16	0	0.000000ms
18053564	16	0	0.000000ms
18053565	16	0	0.000000ms
18053566	16	0	0.000000ms
18053567	16	0	0.000000ms
18053568	16	0	0.000000ms
18053569	16	0	0.000000ms
18053570	16	0	0.000000ms
18053571	16	0	0.000000ms
18053572	16	0	0.000000ms
18053573	16	0	0.000000ms
18053574	16	0	0.000000ms
18053575	16	0	0.000000ms
18053576	16	0	0.000000ms
18053577	16	0	0.000000ms
18053578	16	0	0.000000ms
18053579	16	0	0.000000ms
18053580	16	0	0.000000ms
18053581	16	0	0.000000ms
18053582	16	0	0.000000ms
18053583	16	0	0.000000ms
18053584	16	0	0.000000ms
18053585	16	0	0.000000ms
18053586	16	0	0.000000ms
18053587	16	0	0.000000ms
18053588	16	0	0.000000ms
18053589	16	0	0.000000ms
18053590	16	0	0.000000ms
18053591	16	0	0.000000ms
18053592	16	0	0.000000ms
18053593	16	0	0.000000ms
18053594	16	0	0.000000ms
18053595	16	0	0.000000ms
18053596	16	0	0.000000ms
18053597	16	0	0.000000ms
18053598	16	0	0.000000ms
18053599	16	0	0.000000ms
18053600	16	0	0.000000ms
18053601	16	0	0.000000ms
18053602	16	0	0.000000ms
18053603	16	0	0.000000ms
18053604	16	0	0.000000ms
18053605	16	0	0.000000ms
18053606	16	0	0.000000ms
18053607	16	0	0.000000ms
18053608	16	0	0.000000ms
18053609	16	0	0.000000ms
18053610	16	0	0.000000ms
18053611	16	0	0.000000ms
18053612	16	0	0.000000ms
18053613	16	0	0.000000ms
18053614	16	0	0.000000ms
18053615	16	0	0.000000ms
18053616	16	0	0.000000ms
18053617	16	0	0.000000ms
18053618	16	0	0.000000ms
18053619	16	0	0.000000ms
18053620	16	0	0.000000ms
18053621	16	0	0.000000ms
18053622	16	0	0.000000ms
18053623	16	0	0.000000ms
18053624	16	0	0.000000ms
18053625	16	0	0.000000ms
18053626	16	0	0.000000ms
18053627	16	0	0.000000ms
18053628	16	0	0.000000ms
18053629	16	0	0.000000ms
18053630	16	0	0.000000ms
18053631	16	0	0.000000ms
18053632	16	0	0.000000ms
18053633	16	0	0.000000ms
18053634	16	0	0.000000ms
18053635	16	0	0.000000ms
18053636	16	0	0.000000ms
18053637	16	0	0.000000ms
18053638	16	0	0.000000ms
18053639	16	0	0.000000ms
18053640	16	0	0.000000ms
18053641	16	0	0.000000ms
18053642	16	0	0.000000ms
18053643	16	0	0.000000ms
18053644	16	0	0.000000ms
18053645	16	0	0.000000ms
18053646	16	0	0.000000ms
18053647	16	0	0.000000ms
18053648	16	0	0.000000ms
18053649	16	0	0.000000ms
18053650	16	0	0.000000ms
18053651	16	0	0.000000ms
18053652	16	0	0.000000ms
18053653	16	0	0.000000ms
18053654	16	0	0.000000ms
18053655	16	0	0.000000ms
18053656	16	0	0.000000ms
18053657	16	0	0.000000ms
18053658	16	0	0.000000ms
18053659	16	0	0.000000ms
18053660	16	0	0.000000ms
18053661	16	0	0.000000ms
18053662	16	0	0.000000ms
18053663	16	0	0.000000ms
18053664	16	0	0.000000ms
18053665	16	0	0.000000ms
18053666	16	0	0.000000ms
18053667	16	0	0.000000ms
18053668	16	0	0.000000ms
18053669	16	0	0.000000ms
18053670	16	0	0.000000ms
18053671	16	0	0.000000ms
18053672	16	0	0.000000ms
18053673	16	0	0.000000ms
18053674	16	0	0.000000ms
18053675	16	0	0.000000ms
18053676	16	0	0.000000ms
18053677	16	0	0.000000ms
18053678	16	0	0.000000ms
18053679	16	0	0.000000ms
18053680	16	0	0.000000ms
18053681	16	0	0.000000ms
18053682	16	0	0.000000ms
18053683	16	0	0.000000ms
18053684	16	0	0.000000ms
18053685	16	0	0.000000ms
18053686	16	0	0.000000ms
18053687	16	0	0.000000ms
18053688	16	0	0.000000ms
18053689	16	0	0.000000ms
18053690	16	0	0.000000ms
18053691	16	0	0.000000ms
18053692	16	0	0.000000ms
18053693	16	0	0.000000ms
18053694	16	0	0.000000ms
18053695	16	0	0.000000ms
18053696	16	0	0.000000ms
18053697	16	0	0.000000ms
18053698	16	0	0.000000ms
18053699	16	0	0.000000ms
18053700	16	0	0.000000ms
18053701	16	0	0.000000ms
18053702	16	0	0.000000ms
18053703	16	0	0.000000ms
18053704	16	0	0.000000ms
18053705	16	0	0.000000ms
18053706	16	0	0.000000ms
18053707	16	0	0.000000ms
18053708	16	0	0.000000ms
18053709	16	0	0.000000ms
18053710	16	0	0.000000ms
18053711	16	0	0.000000ms
18053712	16	0	0.000000ms
18053713	16	0	0.000000ms
18053714	16	0	0.000000ms
18053715	16	0	0.000000ms
18053716	16	0	0.000000ms
18053717	16	0	0.000000ms
18053718	16	0	0.000000ms
18053719	16	0	0.000000ms
18053720	16	0	0.000000ms
18053721	16	0	0.000000ms
18053722	16	0	0.000000ms
18053723	16	0	0.000000ms
18053724	16	0	0.000000ms
18053725	16	0	0.000000ms
18053726	16	0	0.000000ms
18053727	16	0	0.000000ms
18053728	16	0	0.000000ms
18053729	16	0	0.000000ms
18053730	16	0	0.000000ms
18053731	16	0	0.000000ms
18053732	16	0	0.000000ms
18053733	16	0	0.000000ms
18053734	16	0	0.000000ms
18053735	16	0	0.000000ms
18053736	16	0	0.000000ms
18053737	16	0	0.000000ms
18053738	16	0	0.000000ms
18053739	16	0	0.000000ms
18053740	16	0	0.000000ms
18053741	16	0	0.000000ms
18053742	16	0	0.000000ms
18053743	16	0	0.000000ms
18053744	16	0	0.000000ms
18053745	16	0	0.000000ms
18053746	16	0	0.000000ms
18053747	16	0	0.000000ms
18053748	16	0	0.000000ms
18053749	16	0	0.000000ms
18053750	16	0	0.000000ms
18053751	16	0	0.000000ms
18053752	16	0	0.000000ms
18053753	16	0	0.000000ms
18053754	16	0	0.000000ms
18053755	16	0	0.000000ms
18053756	16	0	0.000000ms
18053757	16	0	0.000000ms
18053758	16	0	0.000000ms
18053759	16	0	0.000000ms
18053760	16	0	0.000000ms
18053761	16	0	0.000000ms
18053762	16	0	0.000000ms
18053763	16	0	0.000000ms
18053764	16	0	0.000000ms
18053765	16	0	0.000000ms
18053766	16	0	0.000000ms
18053767	16	0	0.000000ms
18053768	16	0	0.000000ms
18053769	16	0	0.000000ms
18053770	16	0	0.000000ms
18053771	16	0	0.000000ms
18053772	16	0	0.000000ms
18053773	16	0	0.000000ms
18053774	16	0	0.000000ms
18053775	16	0	0.000000ms
18053776	16	0	0.000000ms
18053777	16	0	0.000000ms
18053778	16	0	0.000000ms
18053779	16	0	0.000000ms
18053780	16	0	0.000000ms
18053781	16	0	0.000000ms
18053782	16	0	0.000000ms
18053783	16	0	0.000000ms
18053784	16	0	0.000000ms
18053785	16	0	0.000000ms
18053786	16	0	0.000000ms
18053787	16	0	0.000000ms
18053788	16	0	0.000000ms
18053789	16	0	0.000000ms
18053790	16	0	0.000000ms
18053791	16	0	0.000000ms
18053792	16	0	0.000000ms
18053793	16	0	0.000000ms
18053794	16	0	0.000000ms
18053795	16	0	0.000000ms
18053796	16	0	0.000000ms
18053797	16	0	0.000000ms
18053798	16	0	0.000000ms
18053799	16	0	0.000000ms
18053800	16	0	0.000000ms
18053801	16	0	0.000000ms
18053802	16	0	0.000000ms
18053803	16	0	0.000000ms
18053804	16	0	0.000000ms
18053805	16	0	0.000000ms
18053806	16	0	0.000000ms
18053807	16	0	0.000000ms
18053808	16	0	0.000000ms
18053809	16	0	0.000000ms
18053810	16	0	0.000000ms
18053811	16	0	0.000000ms
18053812	16	0	0.000000ms
18053813	16	0	0.000000ms
18053814	16	0	0.000000ms
18053815	16	0	0.000000ms
18053816	16	0	0.000000ms
18053817	16	0	0.000000ms
18053818	16	0	0.000000ms
18053819	16	0	0.000000ms
18053820	16	0	0.000000ms
18053821	16	0	0.000000ms
18053822	16	0	0.000000ms
18053823	16	0	0.000000ms
18053824	16	0	0.000000ms
18053825	16	0	0.000000ms
18053826	16	0	0.000000ms
18053827	16	0	0.000000ms
18053828	16	0	0.000000ms
18053829	16	0	0.000000ms
18053830	16	0	0.000000ms
18053831	16	0	0.000000ms
18053832	16	0	0.000000ms
18053833	16	0	0.000000ms
18053834	16	0	0.000000ms
18053835	16	0	0.000000ms
18053836	16	0	0.000000ms
18053837	16	0	0.000000ms
18053838	16	0	0.000000ms
18053839	16	0	0.000000ms
18053840	16	0	0.000000ms
18053841	16	0	0.000000ms
18053842	16	0	0.000000ms
18053843	16	0	0.000000ms
18053844	16	0	0.000000ms
18053845	16	0	0.000000ms
18053846	16	0	0.000000ms
18053847	16	0	0.000000ms
18053848	16	0	0.000000ms
18053849	16	0	0.000000ms
18053850	16	0	0.000000ms
18053851	16	0	0.000000ms
18053852	16	0	0.000000ms
18053853	16	0	0.000000ms
18053854	16	0	0.000000ms
18053855	16	0	0.000000ms
18053856	16	0	0.000000ms
18053857	16	0	0.000000ms
18053858	16	0	0.000000ms
18053859	16	0	0.000000ms
18053860	16	0	0.000000ms
18053861	16	0	0.000000ms
18053862	16	0	0.000000ms
18053863	16	0	0.000000ms
18053864	16	0	0.000000ms
18053865	16	0	0.000000ms
18053866	16	0	0.000000ms
18053867	16	0	0.000000ms
18053868	16	0	0.000000ms
18053869	16	0	0.000000ms
18053870	16	0	0.000000ms
18053871	16	0	0.000000ms
18053872	16	0	0.000000ms
18053873	16	0	0.000000ms
18053874	16	0	0.000000ms
18053875	16	0	0.000000ms
18053876	16	0	0.000000ms
18053877	16	0	0.000000ms
18053878	16	0	0.000000ms
18053879	16	0	0.000000ms
18053880	16	0	0.000000ms
18053881	16	0	0.000000ms
18053882	16	0	0.000000ms
18053883	16	0	0.000000ms
18053884	16	0	0.000000ms
18053885	16	0	0.000000ms
18053886	16	0	0.000000ms
18053887	16	0	0.000000ms
18053888	16	0	0.000000ms
18053889	16	0	0.000000ms
18053890	16	0	0.000000ms
18053891	16	0	0.000000ms
18053892	16	0	0.000000ms
18053893	16	0	0.000000ms
18053894	16	0	0.000000ms
18053895	16	0	0.000000ms
18053896	16	0	0.000000ms
18053897	16	0	0.000000ms
18053898	16	0	0.000000ms
18053899	16	0	0.000000ms
18053900	16	0	0.000000ms
18053901	16	0	0.000000ms
18053902	16	0	0.000000ms
18053903	16	0	0.000000ms
18053904	16	0	0.000000ms
18053905	16	0	0.000000ms
18053906	16	0	0.000000ms
18053907	16	0	0.000000ms
18053908	16	0	0.000000ms
18053909	16	0	0.000000ms
18053910	16	0	0.000000ms
18053911	16	0	0.000000ms
18053912	16	0	0.000000ms
18053913	16	0	0.000000ms
18053914	16	0	0.000000ms
18053915	16	0	0.000000ms
18053916	16	0	0.000000ms
18053917	16	0	0.000000ms
18053918	16	0	0.000000ms
18053919	16	0	0.000000ms
18053920	16	0	0.000000ms
18053921	16	0	0.000000ms
18053922	16	0	0.000000ms
18053923	16	0	0.000000ms
18053924	16	0	0.000000ms
18053925	16	0	0.000000ms
18053926	16	0	0.000000ms
18053927	16	0	0.000000ms
18053928	16	0	0.000000ms
18053929	16	0	0.000000ms
18053930	16	0	0.000000ms
18053931	16	0	0.000000ms
18053932	16	0	0.000000ms
18053933	16	0	0.000000ms
18053934	16	0	0.000000ms
18053935	16	0	0.000000ms
18053936	16	0	0.000000ms
18053937	16	0	0.000000ms
18053938	16	0	0.000000ms
18053939	16	0	0.000000ms
18053940	16	0	0.000000ms
18053941	16	0	0.000000ms
18053942	16	0	0.000000ms
18053943	16	0	0.000000ms
18053944	16	0	0.000000ms
18053945	16	0	0.000000ms
18053946	16	0	0.000000ms
18053947	16	0	0.000000ms
18053948	16	0	0.000000ms
18053949	16	0	0.000000ms
18053950	16	0	0.000000ms
18053951	16	0	0.000000ms
18053952	16	0	0.000000ms
18053953	16	0	0.000000ms
18053954	16	0	0.000000ms
18053955	16	0	0.000000ms
18053956	16	0	0.000000ms
18053957	16	0	0.000000ms
18053958	16	0	0.000000ms
18053959	16	0	0.000000ms
18053960	16	0	0.000000ms
18053961	16	0	0.000000ms
18053962	16	0	0.000000ms
18053963	16	0	0.000000ms
18053964	16	0	0.000000ms
18053965	16	0	0.000000ms
18053966	16	0	0.000000ms
18053967	16	0	0.000000ms
18053968	16	0	0.000000ms
18053969	16	0	0.000000ms
18053970	16	0	0.000000ms
18053971	16	0	0.000000ms
18053972	16	0	0.000000ms
