Block No	Threads	Block Size	Williams Time
18052173	16	0	0.000000ms
18052174	16	0	0.000000ms
18052175	16	0	0.000000ms
18052176	16	0	0.000000ms
18052177	16	0	0.000000ms
18052178	16	0	0.000000ms
18052179	16	0	0.000000ms
18052180	16	0	0.000000ms
18052181	16	0	0.000000ms
18052182	16	0	0.000000ms
18052183	16	0	0.000000ms
18052184	16	0	0.000000ms
18052185	16	0	0.000000ms
18052186	16	0	0.000000ms
18052187	16	0	0.000000ms
18052188	16	0	0.000000ms
18052189	16	0	0.000000ms
18052190	16	0	0.000000ms
18052191	16	0	0.000000ms
18052192	16	0	0.000000ms
18052193	16	0	0.000000ms
18052194	16	0	0.000000ms
18052195	16	0	0.000000ms
18052196	16	0	0.000000ms
18052197	16	0	0.000000ms
18052198	16	0	0.000000ms
18052199	16	0	0.000000ms
18052200	16	0	0.000000ms
18052201	16	0	0.000000ms
18052202	16	0	0.000000ms
18052203	16	0	0.000000ms
18052204	16	0	0.000000ms
18052205	16	0	0.000000ms
18052206	16	0	0.000000ms
18052207	16	0	0.000000ms
18052208	16	0	0.000000ms
18052209	16	0	0.000000ms
18052210	16	0	0.000000ms
18052211	16	0	0.000000ms
18052212	16	0	0.000000ms
18052213	16	0	0.000000ms
18052214	16	0	0.000000ms
18052215	16	0	0.000000ms
18052216	16	0	0.000000ms
18052217	16	0	0.000000ms
18052218	16	0	0.000000ms
18052219	16	0	0.000000ms
18052220	16	0	0.000000ms
18052221	16	0	0.000000ms
18052222	16	0	0.000000ms
18052223	16	0	0.000000ms
18052224	16	0	0.000000ms
18052225	16	0	0.000000ms
18052226	16	0	0.000000ms
18052227	16	0	0.000000ms
18052228	16	0	0.000000ms
18052229	16	0	0.000000ms
18052230	16	0	0.000000ms
18052231	16	0	0.000000ms
18052232	16	0	0.000000ms
18052233	16	0	0.000000ms
18052234	16	0	0.000000ms
18052235	16	0	0.000000ms
18052236	16	0	0.000000ms
18052237	16	0	0.000000ms
18052238	16	0	0.000000ms
18052239	16	0	0.000000ms
18052240	16	0	0.000000ms
18052241	16	0	0.000000ms
18052242	16	0	0.000000ms
18052243	16	0	0.000000ms
18052244	16	0	0.000000ms
18052245	16	0	0.000000ms
18052246	16	0	0.000000ms
18052247	16	0	0.000000ms
18052248	16	0	0.000000ms
18052249	16	0	0.000000ms
18052250	16	0	0.000000ms
18052251	16	0	0.000000ms
18052252	16	0	0.000000ms
18052253	16	0	0.000000ms
18052254	16	0	0.000000ms
18052255	16	0	0.000000ms
18052256	16	0	0.000000ms
18052257	16	0	0.000000ms
18052258	16	0	0.000000ms
18052259	16	0	0.000000ms
18052260	16	0	0.000000ms
18052261	16	0	0.000000ms
18052262	16	0	0.000000ms
18052263	16	0	0.000000ms
18052264	16	0	0.000000ms
18052265	16	0	0.000000ms
18052266	16	0	0.000000ms
18052267	16	0	0.000000ms
18052268	16	0	0.000000ms
18052269	16	0	0.000000ms
18052270	16	0	0.000000ms
18052271	16	0	0.000000ms
18052272	16	0	0.000000ms
18052273	16	0	0.000000ms
18052274	16	0	0.000000ms
18052275	16	0	0.000000ms
18052276	16	0	0.000000ms
18052277	16	0	0.000000ms
18052278	16	0	0.000000ms
18052279	16	0	0.000000ms
18052280	16	0	0.000000ms
18052281	16	0	0.000000ms
18052282	16	0	0.000000ms
18052283	16	0	0.000000ms
18052284	16	0	0.000000ms
18052285	16	0	0.000000ms
18052286	16	0	0.000000ms
18052287	16	0	0.000000ms
18052288	16	0	0.000000ms
18052289	16	0	0.000000ms
18052290	16	0	0.000000ms
18052291	16	0	0.000000ms
18052292	16	0	0.000000ms
18052293	16	0	0.000000ms
18052294	16	0	0.000000ms
18052295	16	0	0.000000ms
18052296	16	0	0.000000ms
18052297	16	0	0.000000ms
18052298	16	0	0.000000ms
18052299	16	0	0.000000ms
18052300	16	0	0.000000ms
18052301	16	0	0.000000ms
18052302	16	0	0.000000ms
18052303	16	0	0.000000ms
18052304	16	0	0.000000ms
18052305	16	0	0.000000ms
18052306	16	0	0.000000ms
18052307	16	0	0.000000ms
18052308	16	0	0.000000ms
18052309	16	0	0.000000ms
18052310	16	0	0.000000ms
18052311	16	0	0.000000ms
18052312	16	0	0.000000ms
18052313	16	0	0.000000ms
18052314	16	0	0.000000ms
18052315	16	0	0.000000ms
18052316	16	0	0.000000ms
18052317	16	0	0.000000ms
18052318	16	0	0.000000ms
18052319	16	0	0.000000ms
18052320	16	0	0.000000ms
18052321	16	0	0.000000ms
18052322	16	0	0.000000ms
18052323	16	0	0.000000ms
18052324	16	0	0.000000ms
18052325	16	0	0.000000ms
18052326	16	0	0.000000ms
18052327	16	0	0.000000ms
18052328	16	0	0.000000ms
18052329	16	0	0.000000ms
18052330	16	0	0.000000ms
18052331	16	0	0.000000ms
18052332	16	0	0.000000ms
18052333	16	0	0.000000ms
18052334	16	0	0.000000ms
18052335	16	0	0.000000ms
18052336	16	0	0.000000ms
18052337	16	0	0.000000ms
18052338	16	0	0.000000ms
18052339	16	0	0.000000ms
18052340	16	0	0.000000ms
18052341	16	0	0.000000ms
18052342	16	0	0.000000ms
18052343	16	0	0.000000ms
18052344	16	0	0.000000ms
18052345	16	0	0.000000ms
18052346	16	0	0.000000ms
18052347	16	0	0.000000ms
18052348	16	0	0.000000ms
18052349	16	0	0.000000ms
18052350	16	0	0.000000ms
18052351	16	0	0.000000ms
18052352	16	0	0.000000ms
18052353	16	0	0.000000ms
18052354	16	0	0.000000ms
18052355	16	0	0.000000ms
18052356	16	0	0.000000ms
18052357	16	0	0.000000ms
18052358	16	0	0.000000ms
18052359	16	0	0.000000ms
18052360	16	0	0.000000ms
18052361	16	0	0.000000ms
18052362	16	0	0.000000ms
18052363	16	0	0.000000ms
18052364	16	0	0.000000ms
18052365	16	0	0.000000ms
18052366	16	0	0.000000ms
18052367	16	0	0.000000ms
18052368	16	0	0.000000ms
18052369	16	0	0.000000ms
18052370	16	0	0.000000ms
18052371	16	0	0.000000ms
18052372	16	0	0.000000ms
18052373	16	0	0.000000ms
18052374	16	0	0.000000ms
18052375	16	0	0.000000ms
18052376	16	0	0.000000ms
18052377	16	0	0.000000ms
18052378	16	0	0.000000ms
18052379	16	0	0.000000ms
18052380	16	0	0.000000ms
18052381	16	0	0.000000ms
18052382	16	0	0.000000ms
18052383	16	0	0.000000ms
18052384	16	0	0.000000ms
18052385	16	0	0.000000ms
18052386	16	0	0.000000ms
18052387	16	0	0.000000ms
18052388	16	0	0.000000ms
18052389	16	0	0.000000ms
18052390	16	0	0.000000ms
18052391	16	0	0.000000ms
18052392	16	0	0.000000ms
18052393	16	0	0.000000ms
18052394	16	0	0.000000ms
18052395	16	0	0.000000ms
18052396	16	0	0.000000ms
18052397	16	0	0.000000ms
18052398	16	0	0.000000ms
18052399	16	0	0.000000ms
18052400	16	0	0.000000ms
18052401	16	0	0.000000ms
18052402	16	0	0.000000ms
18052403	16	0	0.000000ms
18052404	16	0	0.000000ms
18052405	16	0	0.000000ms
18052406	16	0	0.000000ms
18052407	16	0	0.000000ms
18052408	16	0	0.000000ms
18052409	16	0	0.000000ms
18052410	16	0	0.000000ms
18052411	16	0	0.000000ms
18052412	16	0	0.000000ms
18052413	16	0	0.000000ms
18052414	16	0	0.000000ms
18052415	16	0	0.000000ms
18052416	16	0	0.000000ms
18052417	16	0	0.000000ms
18052418	16	0	0.000000ms
18052419	16	0	0.000000ms
18052420	16	0	0.000000ms
18052421	16	0	0.000000ms
18052422	16	0	0.000000ms
18052423	16	0	0.000000ms
18052424	16	0	0.000000ms
18052425	16	0	0.000000ms
18052426	16	0	0.000000ms
18052427	16	0	0.000000ms
18052428	16	0	0.000000ms
18052429	16	0	0.000000ms
18052430	16	0	0.000000ms
18052431	16	0	0.000000ms
18052432	16	0	0.000000ms
18052433	16	0	0.000000ms
18052434	16	0	0.000000ms
18052435	16	0	0.000000ms
18052436	16	0	0.000000ms
18052437	16	0	0.000000ms
18052438	16	0	0.000000ms
18052439	16	0	0.000000ms
18052440	16	0	0.000000ms
18052441	16	0	0.000000ms
18052442	16	0	0.000000ms
18052443	16	0	0.000000ms
18052444	16	0	0.000000ms
18052445	16	0	0.000000ms
18052446	16	0	0.000000ms
18052447	16	0	0.000000ms
18052448	16	0	0.000000ms
18052449	16	0	0.000000ms
18052450	16	0	0.000000ms
18052451	16	0	0.000000ms
18052452	16	0	0.000000ms
18052453	16	0	0.000000ms
18052454	16	0	0.000000ms
18052455	16	0	0.000000ms
18052456	16	0	0.000000ms
18052457	16	0	0.000000ms
18052458	16	0	0.000000ms
18052459	16	0	0.000000ms
18052460	16	0	0.000000ms
18052461	16	0	0.000000ms
18052462	16	0	0.000000ms
18052463	16	0	0.000000ms
18052464	16	0	0.000000ms
18052465	16	0	0.000000ms
18052466	16	0	0.000000ms
18052467	16	0	0.000000ms
18052468	16	0	0.000000ms
18052469	16	0	0.000000ms
18052470	16	0	0.000000ms
18052471	16	0	0.000000ms
18052472	16	0	0.000000ms
18052473	16	0	0.000000ms
18052474	16	0	0.000000ms
18052475	16	0	0.000000ms
18052476	16	0	0.000000ms
18052477	16	0	0.000000ms
18052478	16	0	0.000000ms
18052479	16	0	0.000000ms
18052480	16	0	0.000000ms
18052481	16	0	0.000000ms
18052482	16	0	0.000000ms
18052483	16	0	0.000000ms
18052484	16	0	0.000000ms
18052485	16	0	0.000000ms
18052486	16	0	0.000000ms
18052487	16	0	0.000000ms
18052488	16	0	0.000000ms
18052489	16	0	0.000000ms
18052490	16	0	0.000000ms
18052491	16	0	0.000000ms
18052492	16	0	0.000000ms
18052493	16	0	0.000000ms
18052494	16	0	0.000000ms
18052495	16	0	0.000000ms
18052496	16	0	0.000000ms
18052497	16	0	0.000000ms
18052498	16	0	0.000000ms
18052499	16	0	0.000000ms
18052500	16	0	0.000000ms
18052501	16	0	0.000000ms
18052502	16	0	0.000000ms
18052503	16	0	0.000000ms
18052504	16	0	0.000000ms
18052505	16	0	0.000000ms
18052506	16	0	0.000000ms
18052507	16	0	0.000000ms
18052508	16	0	0.000000ms
18052509	16	0	0.000000ms
18052510	16	0	0.000000ms
18052511	16	0	0.000000ms
18052512	16	0	0.000000ms
18052513	16	0	0.000000ms
18052514	16	0	0.000000ms
18052515	16	0	0.000000ms
18052516	16	0	0.000000ms
18052517	16	0	0.000000ms
18052518	16	0	0.000000ms
18052519	16	0	0.000000ms
18052520	16	0	0.000000ms
18052521	16	0	0.000000ms
18052522	16	0	0.000000ms
18052523	16	0	0.000000ms
18052524	16	0	0.000000ms
18052525	16	0	0.000000ms
18052526	16	0	0.000000ms
18052527	16	0	0.000000ms
18052528	16	0	0.000000ms
18052529	16	0	0.000000ms
18052530	16	0	0.000000ms
18052531	16	0	0.000000ms
18052532	16	0	0.000000ms
18052533	16	0	0.000000ms
18052534	16	0	0.000000ms
18052535	16	0	0.000000ms
18052536	16	0	0.000000ms
18052537	16	0	0.000000ms
18052538	16	0	0.000000ms
18052539	16	0	0.000000ms
18052540	16	0	0.000000ms
18052541	16	0	0.000000ms
18052542	16	0	0.000000ms
18052543	16	0	0.000000ms
18052544	16	0	0.000000ms
18052545	16	0	0.000000ms
18052546	16	0	0.000000ms
18052547	16	0	0.000000ms
18052548	16	0	0.000000ms
18052549	16	0	0.000000ms
18052550	16	0	0.000000ms
18052551	16	0	0.000000ms
18052552	16	0	0.000000ms
18052553	16	0	0.000000ms
18052554	16	0	0.000000ms
18052555	16	0	0.000000ms
18052556	16	0	0.000000ms
18052557	16	0	0.000000ms
18052558	16	0	0.000000ms
18052559	16	0	0.000000ms
18052560	16	0	0.000000ms
18052561	16	0	0.000000ms
18052562	16	0	0.000000ms
18052563	16	0	0.000000ms
18052564	16	0	0.000000ms
18052565	16	0	0.000000ms
18052566	16	0	0.000000ms
18052567	16	0	0.000000ms
18052568	16	0	0.000000ms
18052569	16	0	0.000000ms
18052570	16	0	0.000000ms
18052571	16	0	0.000000ms
18052572	16	0	0.000000ms
18052573	16	0	0.000000ms
18052574	16	0	0.000000ms
18052575	16	0	0.000000ms
18052576	16	0	0.000000ms
18052577	16	0	0.000000ms
18052578	16	0	0.000000ms
18052579	16	0	0.000000ms
18052580	16	0	0.000000ms
18052581	16	0	0.000000ms
18052582	16	0	0.000000ms
18052583	16	0	0.000000ms
18052584	16	0	0.000000ms
18052585	16	0	0.000000ms
18052586	16	0	0.000000ms
18052587	16	0	0.000000ms
18052588	16	0	0.000000ms
18052589	16	0	0.000000ms
18052590	16	0	0.000000ms
18052591	16	0	0.000000ms
18052592	16	0	0.000000ms
18052593	16	0	0.000000ms
18052594	16	0	0.000000ms
18052595	16	0	0.000000ms
18052596	16	0	0.000000ms
18052597	16	0	0.000000ms
18052598	16	0	0.000000ms
18052599	16	0	0.000000ms
18052600	16	0	0.000000ms
18052601	16	0	0.000000ms
18052602	16	0	0.000000ms
18052603	16	0	0.000000ms
18052604	16	0	0.000000ms
18052605	16	0	0.000000ms
18052606	16	0	0.000000ms
18052607	16	0	0.000000ms
18052608	16	0	0.000000ms
18052609	16	0	0.000000ms
18052610	16	0	0.000000ms
18052611	16	0	0.000000ms
18052612	16	0	0.000000ms
18052613	16	0	0.000000ms
18052614	16	0	0.000000ms
18052615	16	0	0.000000ms
18052616	16	0	0.000000ms
18052617	16	0	0.000000ms
18052618	16	0	0.000000ms
18052619	16	0	0.000000ms
18052620	16	0	0.000000ms
18052621	16	0	0.000000ms
18052622	16	0	0.000000ms
18052623	16	0	0.000000ms
18052624	16	0	0.000000ms
18052625	16	0	0.000000ms
18052626	16	0	0.000000ms
18052627	16	0	0.000000ms
18052628	16	0	0.000000ms
18052629	16	0	0.000000ms
18052630	16	0	0.000000ms
18052631	16	0	0.000000ms
18052632	16	0	0.000000ms
18052633	16	0	0.000000ms
18052634	16	0	0.000000ms
18052635	16	0	0.000000ms
18052636	16	0	0.000000ms
18052637	16	0	0.000000ms
18052638	16	0	0.000000ms
18052639	16	0	0.000000ms
18052640	16	0	0.000000ms
18052641	16	0	0.000000ms
18052642	16	0	0.000000ms
18052643	16	0	0.000000ms
18052644	16	0	0.000000ms
18052645	16	0	0.000000ms
18052646	16	0	0.000000ms
18052647	16	0	0.000000ms
18052648	16	0	0.000000ms
18052649	16	0	0.000000ms
18052650	16	0	0.000000ms
18052651	16	0	0.000000ms
18052652	16	0	0.000000ms
18052653	16	0	0.000000ms
18052654	16	0	0.000000ms
18052655	16	0	0.000000ms
18052656	16	0	0.000000ms
18052657	16	0	0.000000ms
18052658	16	0	0.000000ms
18052659	16	0	0.000000ms
18052660	16	0	0.000000ms
18052661	16	0	0.000000ms
18052662	16	0	0.000000ms
18052663	16	0	0.000000ms
18052664	16	0	0.000000ms
18052665	16	0	0.000000ms
18052666	16	0	0.000000ms
18052667	16	0	0.000000ms
18052668	16	0	0.000000ms
18052669	16	0	0.000000ms
18052670	16	0	0.000000ms
18052671	16	0	0.000000ms
18052672	16	0	0.000000ms
18052673	16	0	0.000000ms
18052674	16	0	0.000000ms
18052675	16	0	0.000000ms
18052676	16	0	0.000000ms
18052677	16	0	0.000000ms
18052678	16	0	0.000000ms
18052679	16	0	0.000000ms
18052680	16	0	0.000000ms
18052681	16	0	0.000000ms
18052682	16	0	0.000000ms
18052683	16	0	0.000000ms
18052684	16	0	0.000000ms
18052685	16	0	0.000000ms
18052686	16	0	0.000000ms
18052687	16	0	0.000000ms
18052688	16	0	0.000000ms
18052689	16	0	0.000000ms
18052690	16	0	0.000000ms
18052691	16	0	0.000000ms
18052692	16	0	0.000000ms
18052693	16	0	0.000000ms
18052694	16	0	0.000000ms
18052695	16	0	0.000000ms
18052696	16	0	0.000000ms
18052697	16	0	0.000000ms
18052698	16	0	0.000000ms
18052699	16	0	0.000000ms
18052700	16	0	0.000000ms
18052701	16	0	0.000000ms
18052702	16	0	0.000000ms
18052703	16	0	0.000000ms
18052704	16	0	0.000000ms
18052705	16	0	0.000000ms
18052706	16	0	0.000000ms
18052707	16	0	0.000000ms
18052708	16	0	0.000000ms
18052709	16	0	0.000000ms
18052710	16	0	0.000000ms
18052711	16	0	0.000000ms
18052712	16	0	0.000000ms
18052713	16	0	0.000000ms
18052714	16	0	0.000000ms
18052715	16	0	0.000000ms
18052716	16	0	0.000000ms
18052717	16	0	0.000000ms
18052718	16	0	0.000000ms
18052719	16	0	0.000000ms
18052720	16	0	0.000000ms
18052721	16	0	0.000000ms
18052722	16	0	0.000000ms
18052723	16	0	0.000000ms
18052724	16	0	0.000000ms
18052725	16	0	0.000000ms
18052726	16	0	0.000000ms
18052727	16	0	0.000000ms
18052728	16	0	0.000000ms
18052729	16	0	0.000000ms
18052730	16	0	0.000000ms
18052731	16	0	0.000000ms
18052732	16	0	0.000000ms
18052733	16	0	0.000000ms
18052734	16	0	0.000000ms
18052735	16	0	0.000000ms
18052736	16	0	0.000000ms
18052737	16	0	0.000000ms
18052738	16	0	0.000000ms
18052739	16	0	0.000000ms
18052740	16	0	0.000000ms
18052741	16	0	0.000000ms
18052742	16	0	0.000000ms
18052743	16	0	0.000000ms
18052744	16	0	0.000000ms
18052745	16	0	0.000000ms
18052746	16	0	0.000000ms
18052747	16	0	0.000000ms
18052748	16	0	0.000000ms
18052749	16	0	0.000000ms
18052750	16	0	0.000000ms
18052751	16	0	0.000000ms
18052752	16	0	0.000000ms
18052753	16	0	0.000000ms
18052754	16	0	0.000000ms
18052755	16	0	0.000000ms
18052756	16	0	0.000000ms
18052757	16	0	0.000000ms
18052758	16	0	0.000000ms
18052759	16	0	0.000000ms
18052760	16	0	0.000000ms
18052761	16	0	0.000000ms
18052762	16	0	0.000000ms
18052763	16	0	0.000000ms
18052764	16	0	0.000000ms
18052765	16	0	0.000000ms
18052766	16	0	0.000000ms
18052767	16	0	0.000000ms
18052768	16	0	0.000000ms
18052769	16	0	0.000000ms
18052770	16	0	0.000000ms
18052771	16	0	0.000000ms
18052772	16	0	0.000000ms
18052773	16	0	0.000000ms
18052774	16	0	0.000000ms
18052775	16	0	0.000000ms
18052776	16	0	0.000000ms
18052777	16	0	0.000000ms
18052778	16	0	0.000000ms
18052779	16	0	0.000000ms
18052780	16	0	0.000000ms
18052781	16	0	0.000000ms
18052782	16	0	0.000000ms
18052783	16	0	0.000000ms
18052784	16	0	0.000000ms
18052785	16	0	0.000000ms
18052786	16	0	0.000000ms
18052787	16	0	0.000000ms
18052788	16	0	0.000000ms
18052789	16	0	0.000000ms
18052790	16	0	0.000000ms
18052791	16	0	0.000000ms
18052792	16	0	0.000000ms
18052793	16	0	0.000000ms
18052794	16	0	0.000000ms
18052795	16	0	0.000000ms
18052796	16	0	0.000000ms
18052797	16	0	0.000000ms
18052798	16	0	0.000000ms
18052799	16	0	0.000000ms
18052800	16	0	0.000000ms
18052801	16	0	0.000000ms
18052802	16	0	0.000000ms
18052803	16	0	0.000000ms
18052804	16	0	0.000000ms
18052805	16	0	0.000000ms
18052806	16	0	0.000000ms
18052807	16	0	0.000000ms
18052808	16	0	0.000000ms
18052809	16	0	0.000000ms
18052810	16	0	0.000000ms
18052811	16	0	0.000000ms
18052812	16	0	0.000000ms
18052813	16	0	0.000000ms
18052814	16	0	0.000000ms
18052815	16	0	0.000000ms
18052816	16	0	0.000000ms
18052817	16	0	0.000000ms
18052818	16	0	0.000000ms
18052819	16	0	0.000000ms
18052820	16	0	0.000000ms
18052821	16	0	0.000000ms
18052822	16	0	0.000000ms
18052823	16	0	0.000000ms
18052824	16	0	0.000000ms
18052825	16	0	0.000000ms
18052826	16	0	0.000000ms
18052827	16	0	0.000000ms
18052828	16	0	0.000000ms
18052829	16	0	0.000000ms
18052830	16	0	0.000000ms
18052831	16	0	0.000000ms
18052832	16	0	0.000000ms
18052833	16	0	0.000000ms
18052834	16	0	0.000000ms
18052835	16	0	0.000000ms
18052836	16	0	0.000000ms
18052837	16	0	0.000000ms
18052838	16	0	0.000000ms
18052839	16	0	0.000000ms
18052840	16	0	0.000000ms
18052841	16	0	0.000000ms
18052842	16	0	0.000000ms
18052843	16	0	0.000000ms
18052844	16	0	0.000000ms
18052845	16	0	0.000000ms
18052846	16	0	0.000000ms
18052847	16	0	0.000000ms
18052848	16	0	0.000000ms
18052849	16	0	0.000000ms
18052850	16	0	0.000000ms
18052851	16	0	0.000000ms
18052852	16	0	0.000000ms
18052853	16	0	0.000000ms
18052854	16	0	0.000000ms
18052855	16	0	0.000000ms
18052856	16	0	0.000000ms
18052857	16	0	0.000000ms
18052858	16	0	0.000000ms
18052859	16	0	0.000000ms
18052860	16	0	0.000000ms
18052861	16	0	0.000000ms
18052862	16	0	0.000000ms
18052863	16	0	0.000000ms
18052864	16	0	0.000000ms
18052865	16	0	0.000000ms
18052866	16	0	0.000000ms
18052867	16	0	0.000000ms
18052868	16	0	0.000000ms
18052869	16	0	0.000000ms
18052870	16	0	0.000000ms
18052871	16	0	0.000000ms
18052872	16	0	0.000000ms
18052873	16	0	0.000000ms
18052874	16	0	0.000000ms
18052875	16	0	0.000000ms
18052876	16	0	0.000000ms
18052877	16	0	0.000000ms
18052878	16	0	0.000000ms
18052879	16	0	0.000000ms
18052880	16	0	0.000000ms
18052881	16	0	0.000000ms
18052882	16	0	0.000000ms
18052883	16	0	0.000000ms
18052884	16	0	0.000000ms
18052885	16	0	0.000000ms
18052886	16	0	0.000000ms
18052887	16	0	0.000000ms
18052888	16	0	0.000000ms
18052889	16	0	0.000000ms
18052890	16	0	0.000000ms
18052891	16	0	0.000000ms
18052892	16	0	0.000000ms
18052893	16	0	0.000000ms
18052894	16	0	0.000000ms
18052895	16	0	0.000000ms
18052896	16	0	0.000000ms
18052897	16	0	0.000000ms
18052898	16	0	0.000000ms
18052899	16	0	0.000000ms
18052900	16	0	0.000000ms
18052901	16	0	0.000000ms
18052902	16	0	0.000000ms
18052903	16	0	0.000000ms
18052904	16	0	0.000000ms
18052905	16	0	0.000000ms
18052906	16	0	0.000000ms
18052907	16	0	0.000000ms
18052908	16	0	0.000000ms
18052909	16	0	0.000000ms
18052910	16	0	0.000000ms
18052911	16	0	0.000000ms
18052912	16	0	0.000000ms
18052913	16	0	0.000000ms
18052914	16	0	0.000000ms
18052915	16	0	0.000000ms
18052916	16	0	0.000000ms
18052917	16	0	0.000000ms
18052918	16	0	0.000000ms
18052919	16	0	0.000000ms
18052920	16	0	0.000000ms
18052921	16	0	0.000000ms
18052922	16	0	0.000000ms
18052923	16	0	0.000000ms
18052924	16	0	0.000000ms
18052925	16	0	0.000000ms
18052926	16	0	0.000000ms
18052927	16	0	0.000000ms
18052928	16	0	0.000000ms
18052929	16	0	0.000000ms
18052930	16	0	0.000000ms
18052931	16	0	0.000000ms
18052932	16	0	0.000000ms
18052933	16	0	0.000000ms
18052934	16	0	0.000000ms
18052935	16	0	0.000000ms
18052936	16	0	0.000000ms
18052937	16	0	0.000000ms
18052938	16	0	0.000000ms
18052939	16	0	0.000000ms
18052940	16	0	0.000000ms
18052941	16	0	0.000000ms
18052942	16	0	0.000000ms
18052943	16	0	0.000000ms
18052944	16	0	0.000000ms
18052945	16	0	0.000000ms
18052946	16	0	0.000000ms
18052947	16	0	0.000000ms
18052948	16	0	0.000000ms
18052949	16	0	0.000000ms
18052950	16	0	0.000000ms
18052951	16	0	0.000000ms
18052952	16	0	0.000000ms
18052953	16	0	0.000000ms
18052954	16	0	0.000000ms
18052955	16	0	0.000000ms
18052956	16	0	0.000000ms
18052957	16	0	0.000000ms
18052958	16	0	0.000000ms
18052959	16	0	0.000000ms
18052960	16	0	0.000000ms
18052961	16	0	0.000000ms
18052962	16	0	0.000000ms
18052963	16	0	0.000000ms
18052964	16	0	0.000000ms
18052965	16	0	0.000000ms
18052966	16	0	0.000000ms
18052967	16	0	0.000000ms
18052968	16	0	0.000000ms
18052969	16	0	0.000000ms
18052970	16	0	0.000000ms
18052971	16	0	0.000000ms
18052972	16	0	0.000000ms
18052973	16	0	0.000000ms
18052974	16	0	0.000000ms
18052975	16	0	0.000000ms
18052976	16	0	0.000000ms
18052977	16	0	0.000000ms
18052978	16	0	0.000000ms
18052979	16	0	0.000000ms
18052980	16	0	0.000000ms
18052981	16	0	0.000000ms
18052982	16	0	0.000000ms
18052983	16	0	0.000000ms
18052984	16	0	0.000000ms
18052985	16	0	0.000000ms
18052986	16	0	0.000000ms
18052987	16	0	0.000000ms
18052988	16	0	0.000000ms
18052989	16	0	0.000000ms
18052990	16	0	0.000000ms
18052991	16	0	0.000000ms
18052992	16	0	0.000000ms
18052993	16	0	0.000000ms
18052994	16	0	0.000000ms
18052995	16	0	0.000000ms
18052996	16	0	0.000000ms
18052997	16	0	0.000000ms
18052998	16	0	0.000000ms
18052999	16	0	0.000000ms
18053000	16	0	0.000000ms
18053001	16	0	0.000000ms
18053002	16	0	0.000000ms
18053003	16	0	0.000000ms
18053004	16	0	0.000000ms
18053005	16	0	0.000000ms
18053006	16	0	0.000000ms
18053007	16	0	0.000000ms
18053008	16	0	0.000000ms
18053009	16	0	0.000000ms
18053010	16	0	0.000000ms
18053011	16	0	0.000000ms
18053012	16	0	0.000000ms
18053013	16	0	0.000000ms
18053014	16	0	0.000000ms
18053015	16	0	0.000000ms
18053016	16	0	0.000000ms
18053017	16	0	0.000000ms
18053018	16	0	0.000000ms
18053019	16	0	0.000000ms
18053020	16	0	0.000000ms
18053021	16	0	0.000000ms
18053022	16	0	0.000000ms
18053023	16	0	0.000000ms
18053024	16	0	0.000000ms
18053025	16	0	0.000000ms
18053026	16	0	0.000000ms
18053027	16	0	0.000000ms
18053028	16	0	0.000000ms
18053029	16	0	0.000000ms
18053030	16	0	0.000000ms
18053031	16	0	0.000000ms
18053032	16	0	0.000000ms
18053033	16	0	0.000000ms
18053034	16	0	0.000000ms
18053035	16	0	0.000000ms
18053036	16	0	0.000000ms
18053037	16	0	0.000000ms
18053038	16	0	0.000000ms
18053039	16	0	0.000000ms
18053040	16	0	0.000000ms
18053041	16	0	0.000000ms
18053042	16	0	0.000000ms
18053043	16	0	0.000000ms
18053044	16	0	0.000000ms
18053045	16	0	0.000000ms
18053046	16	0	0.000000ms
18053047	16	0	0.000000ms
18053048	16	0	0.000000ms
18053049	16	0	0.000000ms
18053050	16	0	0.000000ms
18053051	16	0	0.000000ms
18053052	16	0	0.000000ms
18053053	16	0	0.000000ms
18053054	16	0	0.000000ms
18053055	16	0	0.000000ms
18053056	16	0	0.000000ms
18053057	16	0	0.000000ms
18053058	16	0	0.000000ms
18053059	16	0	0.000000ms
18053060	16	0	0.000000ms
18053061	16	0	0.000000ms
18053062	16	0	0.000000ms
18053063	16	0	0.000000ms
18053064	16	0	0.000000ms
18053065	16	0	0.000000ms
18053066	16	0	0.000000ms
18053067	16	0	0.000000ms
18053068	16	0	0.000000ms
18053069	16	0	0.000000ms
18053070	16	0	0.000000ms
18053071	16	0	0.000000ms
18053072	16	0	0.000000ms
18053073	16	0	0.000000ms
18053074	16	0	0.000000ms
18053075	16	0	0.000000ms
18053076	16	0	0.000000ms
18053077	16	0	0.000000ms
18053078	16	0	0.000000ms
18053079	16	0	0.000000ms
18053080	16	0	0.000000ms
18053081	16	0	0.000000ms
18053082	16	0	0.000000ms
18053083	16	0	0.000000ms
18053084	16	0	0.000000ms
18053085	16	0	0.000000ms
18053086	16	0	0.000000ms
18053087	16	0	0.000000ms
18053088	16	0	0.000000ms
18053089	16	0	0.000000ms
18053090	16	0	0.000000ms
18053091	16	0	0.000000ms
18053092	16	0	0.000000ms
18053093	16	0	0.000000ms
18053094	16	0	0.000000ms
18053095	16	0	0.000000ms
18053096	16	0	0.000000ms
18053097	16	0	0.000000ms
18053098	16	0	0.000000ms
18053099	16	0	0.000000ms
18053100	16	0	0.000000ms
18053101	16	0	0.000000ms
18053102	16	0	0.000000ms
18053103	16	0	0.000000ms
18053104	16	0	0.000000ms
